City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
245,almeirim,-1.5233,-52.5817,37.879999999999995,34,33,2.75,BR,1697993291
246,trincomalee,8.5711,81.2335,26.83000000000004,82,63,2.31,LK,1697993271
247,san patricio,28.017,-97.5169,29.230000000000018,45,95,4.93,US,1697993669
248,dzhalagash,45.0833,64.6667,7.760000000000048,68,21,5.52,KZ,1697993361
249,cururupu,-1.8283,-44.8683,30.620000000000005,60,90,3.88,BR,1697993670
250,tobelo,1.7284,128.0095,26.460000000000036,82,100,2.06,ID,1697993670
251,mil'kovo,55.6078,37.7956,1.9500000000000455,88,100,3.95,RU,1697993670
252,hede,33.7681,120.2517,14.160000000000025,85,0,2.85,CN,1697993671
253,tezu,27.9167,96.1667,20.120000000000005,43,0,2.32,IN,1697993671
254,tolanaro,-25.0319,46.9987,26.04000000000002,83,40,9.26,MG,1697993671
255,fale old settlement,-9.3852,-171.2468,27.760000000000048,76,100,1.92,TK,1697993672
256,ola,59.5833,151.2833,1.75,89,100,3.05,RU,1697993672
257,puerto san jose,13.9256,-90.8244,28.930000000000007,72,99,2.67,GT,1697993425
258,cannonvale,-20.2833,148.7,21.660000000000025,75,0,1.74,AU,1697993672
259,mo i rana,66.3128,14.1428,0.18000000000000682,69,0,1.03,NO,1697993673
260,ambon,-3.6954,128.1814,27.150000000000034,95,40,2.06,ID,1697993673
261,revda,56.801,59.9303,-1.7999999999999545,77,89,5.34,RU,1697993673
262,tamanrasset,22.785,5.5228,30.950000000000045,11,0,1.03,DZ,1697993673
263,howrah,22.5892,88.3103,27.0,83,75,2.06,IN,1697993674
264,alice springs,-23.7,133.8833,14.75,33,73,0.0,AU,1697993674
265,peterhead,57.5058,-1.7981,9.220000000000027,72,31,3.07,GB,1697993675
266,matamba,-8.9833,33.9667,20.27000000000004,45,92,1.87,TZ,1697993675
267,kharabali,47.4196,47.2568,6.689999999999998,39,50,2.95,RU,1697993676
268,souillac,-20.5167,57.5167,25.210000000000036,83,75,1.54,MU,1697993676
269,eureka,40.8021,-124.1637,15.340000000000032,96,97,1.88,US,1697993677
270,north bend,43.4065,-124.2243,12.470000000000027,100,100,2.06,US,1697993661
271,utrik,11.2278,169.8474,27.510000000000048,80,100,5.84,MH,1697993677
272,mezhdurechenskiy,59.6,65.9333,-1.329999999999984,72,15,4.66,RU,1697993677
273,afaahiti,-17.75,-149.2833,23.930000000000007,86,70,7.15,PF,1697993678
274,el calafate,-50.3408,-72.2768,9.810000000000002,61,23,2.52,AR,1697993678
275,nkhata bay,-11.6066,34.2907,27.890000000000043,54,81,1.84,MW,1697993678
276,tommot,58.9564,126.2925,-11.560000000000002,98,85,0.96,RU,1697993679
277,santo antonio do ica,-3.1022,-67.9397,32.64000000000004,52,100,1.65,BR,1697993679
278,lubao,14.9167,120.55,26.840000000000032,86,99,1.95,PH,1697993679
279,kapa'a,22.0752,-159.319,22.180000000000007,94,20,2.06,US,1697993679
280,san luis de la loma,17.2706,-100.8939,28.879999999999995,75,91,1.65,MX,1697993680
281,belmonte,-15.8631,-38.8828,26.79000000000002,65,85,4.69,BR,1697993362
282,khorixas,-20.3667,14.9667,26.350000000000023,17,0,8.31,NA,1697993680
283,chinchilla,-26.75,150.6333,19.310000000000002,66,0,5.2,AU,1697993680
284,agat village,13.3886,144.6585,27.260000000000048,87,0,3.09,GU,1697993681
285,nieuw amsterdam,5.8833,-55.0833,35.57000000000005,69,76,3.71,SR,1697993681
286,haapsalu,58.9431,23.5414,4.810000000000002,92,100,2.28,EE,1697993278
287,barcelos,41.5388,-8.6151,18.5,74,100,2.17,PT,1697993681
288,dungarpur,23.8333,73.7167,27.5,34,72,2.18,IN,1697993682
289,bardai,11.65,7.2333,28.27000000000004,23,40,3.04,NG,1697993682
290,novo aripuana,-5.1206,-60.3797,38.09000000000003,31,69,1.74,BR,1697993682
291,chegdomyn,51.1167,133.0167,-3.7799999999999727,77,60,1.62,RU,1697993683
292,ixtapa,20.7,-105.2,30.680000000000007,61,84,0.45,MX,1697993683
293,bamboo flat,11.7,92.7167,26.05000000000001,94,40,0.0,IN,1697993683
294,zhaozhou,45.6833,125.3167,5.6299999999999955,57,19,3.81,CN,1697993683
295,hami,42.8,93.45,13.03000000000003,27,0,1.77,CN,1697993684
296,serhiyivka,46.0272,30.3768,20.07000000000005,68,59,4.55,UA,1697993684
297,yebaishou,41.3975,119.6408,9.03000000000003,43,0,1.94,CN,1697993684
